ClosedDate,SoldPr,Type,Zip,Area,Rooms,FullBaths,HalfBaths,BsmtBth,Beds,BsmtBeds,GarageSpaces
7/1/19,1549671.875,SFH,60025,3700,15,3,1,Yes,5,1,2
7/30/20,550937.5,Townhouse,60077,2770,7,3,1,No,3,0,1
5/4/20,896875,SFH,60025,3300,10,4,1,Yes,4,0,2
8/7/20,220375,SFH,60053,1079,7,1,0,No,3,0,1
12/30/19,147087.5,SFH,60002,1532,7,1,0,No,3,0,2.5
8/25/20,948125,SFH,60202,3093,13,3,1,No,4,0,4
10/31/18,403833.9844,SFH,60062,1612,6,2,0,No,2,0,2
5/31/19,315187.5,Condo,60201,1206,5,2,0,No,2,0,1
11/2/20,215762.5,Condo,60076,1300,6,1,1,No,3,0,0
10/8/18,488908.3437,SFH,60076,3000,10,3,0,Yes,5,0,1
9/28/20,210125,Condo,60202,850,4,1,0,No,1,0,2
11/22/19,715684.6994,SFH,60025,2530,8,3,0,No,3,0,2
7/17/20,287000,SFH,60053,1169,8,1,1,Yes,3,0,1.5
12/22/20,609875,SFH,60062,2313,8,2,1,No,4,0,2
10/9/19,271061.25,Condo,60201,1140,5,2,0,No,2,0,1
5/29/19,404490.625,Condo,60201,1007,5,2,0,No,2,0,2
8/1/19,803728.125,SFH,60203,3144,9,2,1,No,4,0,2
3/31/20,288025,Condo,60202,1000,5,1,1,No,2,0,1
10/13/20,394625,SFH,60053,2400,10,2,1,Yes,4,0,2
4/20/20,389500,SFH,60201,1184,8,1,1,Yes,2,0,2
2/28/18,397372.6406,SFH,60076,3128,9,2,0,No,3,0,1.5
4/29/20,396675,SFH,60091,1600,7,2,0,No,3,0,2
4/15/19,115568.75,Condo,60062,900,4,1,0,No,1,0,1
6/22/17,1359259.477,SFH,60062,3402,10,4,1,Yes,4,1,2
7/3/19,97182.8125,Condo,60002,1008,5,1,0,No,2,0,1
9/18/20,179375,Townhouse,60002,1225,7,3,0,Yes,2.5,1,2
8/14/20,309550,SFH,60002,1882,10,3,0,Yes,3,1,2
8/20/18,400064.8672,SFH,60062,1300,7,2,0,Yes,3,0,1
11/3/17,214581.2259,Condo,60077,1750,5,2,0,No,2,0,2
1/3/20,194750,Condo,60202,1200,5,1,0,No,2,0,0
3/15/17,303548.5449,SFH,60062,1372,7,1,1,No,3,0,0
9/26/19,598856.25,Townhouse,60025,1812,8,3,1,Yes,3,0,2
7/25/19,196466.875,Condo,60077,1200,5,2,0,No,2,0,1
5/17/19,503249.375,SFH,60062,1913,10,2,1,Yes,4,0,2
4/1/19,329896.25,Duplex,60053,1721,7,2,1,Yes,3,0,2
6/10/19,462275,Townhouse,60025,2476,7,3,1,Yes,3,0,2
7/30/19,524787.1875,SFH,60091,2321,8,2,1,No,4,0,2
9/16/19,625121.875,SFH,60062,2319,8,2,1,No,4,0,2
7/21/17,438765.624,SFH,60076,2500,9,2,0,Yes,4,0,2
9/11/20,199875,Townhouse,60076,1049,6,1,1,No,2,0,0
3/6/19,567337.5,SFH,60025,2885,9,2,0,No,3,0,2
7/16/20,232675,Condo,60025,1600,5,2,0,No,2,0,1
10/30/19,203821.25,Condo,60053,1365,5,2,0,No,2,0,1
9/5/19,588350,SFH,60091,3414,12,2,1,No,5,0,2
7/1/19,262645.7437,SFH,60062,1008,6,1,0,No,3,0,1
7/9/19,472781.25,SFH,60053,2506,8,2,1,No,3,0,2
4/22/19,425503.125,SFH,60025,1625,6,2,0,No,3,0,1
6/1/20,249075,SFH,60002,2810,8,3,0,No,3,1,2
5/3/19,453870,SFH,60062,2846,9,2,1,No,4,0,2
9/27/17,175506.2496,Condo,60077,1200,5,2,0,No,2,0,0
9/4/20,406699.5,SFH,60053,2400,8,3,0,Yes,4,0,1
12/21/20,1915725,SFH,60202,5000,11,4,2,Yes,5,0,3
9/28/20,229087.5,SFH,60002,1900,8,2,0,No,4,0,2.5
11/13/20,264450,SFH,60002,2829,8,2,1,No,3,0,2.5
11/4/19,320440.625,SFH,60076,1425,7,2,0,Yes,3,0,2
8/13/19,1171657,SFH,60062,5600,13,4,1,Yes,4,1,3
2/28/20,256250,Condo,60077,1169,5,2,0,No,2,0,1
8/2/19,231137.5,Townhouse,60077,1200,6,1,1,No,3,0,0
4/5/18,206763,Condo,60077,1550,5,2,0,No,2,0,2
5/14/20,640625,SFH,60091,2491,10,2,1,No,4,0,1
2/19/19,651387.5,SFH,60076,4300,12,3,0,No,5,0,2.5
8/20/20,328000,SFH,60053,1092,8,2,0,Yes,3,2,2.5
11/5/20,384375,SFH,60076,1600,7,1,1,No,3,0,2
5/27/20,324720,SFH,60077,1344,7,2,0,Yes,3,0,0
3/27/17,248357.9004,SFH,60076,1276,7,2,0,No,3,0,1
8/1/19,262656.25,Condo,60053,1375,4,2,0,No,2,0,12
11/10/20,691875,SFH,60025,2964,10,3,1,Yes,4,0,2.5
5/8/19,294175,Condo,60053,1627,4,2,0,No,2,0,1
9/13/19,387680.625,SFH,60076,1391,7,2,1,Yes,4,0,2.5
5/31/19,262656.25,Townhouse,60025,1237,6,1,1,No,2,0,1.5
11/20/20,550117.5,SFH,60091,2945,11,2,1,No,4,0,2.5
10/30/20,1055750,SFH,60202,6348,13,4,1,Yes,5,0,2
1/11/18,323067.1875,SFH,60076,1201,7,1,1,No,3,0,2.5
8/12/19,787968.75,SFH,60201,2300,11,4,0,Yes,4,1,2
5/20/19,367718.75,SFH,60076,2580,8,2,0,No,3,0,2
7/19/19,277259.9375,SFH,60002,2226,12,2,1,No,4,0,2
3/14/19,204871.875,Condo,60203,1400,5,2,0,No,2,0,1
11/11/19,320440.625,Condo,60062,1675,6,2,0,No,2,0,1
3/27/20,753375,SFH,60025,3479,11,2,1,No,4,0,2
9/8/17,424967.9629,SFH,60062,1950,11,3,1,Yes,4,2,2
5/11/17,186544.3785,Townhouse,60076,1051,6,1,1,No,3,0,0
8/28/20,650875,SFH,60201,2346,9,2,1,No,3,0,2
12/2/20,866125,SFH,60202,3300,9,3,1,Yes,3,1,2
9/20/17,447044.2207,SFH,60077,1845,8,1,1,No,3,0,1
4/12/19,139089.0919,Condo,60053,1050,4,1,0,No,1,0,1
12/4/19,457021.875,SFH,60091,2100,9,2,1,No,4,0,0
7/18/18,603058.75,SFH,60062,2260,8,2,1,No,4,0,1
4/13/17,434902.2789,SFH,60076,1943,9,1,1,No,3,0,1
1/30/20,589375,SFH,60203,2650,9,3,0,Yes,3,0,1
6/24/19,157593.75,Condo,60025,1250,5,2,0,No,2,0,0
10/23/19,1034865.625,SFH,60076,4500,10,6,0,Yes,5,0,2
7/2/19,509553.125,Duplex,60062,2685,12,3,1,No,3,1,2
8/3/20,240875,SFH,60201,1000,5,2,0,No,2,0,0
8/27/20,563750,SFH,60201,1858,8,3,1,Yes,3,0,1
10/6/20,340300,Condo,60201,1349,6,2,0,No,2,0,1
9/20/19,152340.625,Condo,60076,1400,5,2,0,No,2,0,0
2/12/20,318775,SFH,60053,17365,8,3,0,Yes,5,0,2.5
11/26/19,336200,SFH,60076,1256,7,2,0,No,3,0,2
1/30/20,891750,SFH,60025,3292,11,3,1,Yes,4,0,2
7/17/19,409743.75,SFH,60053,1488,8,2,1,Yes,4,0,2
11/25/20,403850,SFH,60091,1703,8,3,1,Yes,3,0,1
7/22/19,617242.1875,SFH,60062,2329,11,3,0,No,5,0,2
6/8/17,1490147.402,SFH,60062,3542,12,5,1,Yes,4,1,2
11/9/18,137303.5547,Condo,60077,1000,4,1,0,No,1,0,1
8/6/20,402312.5,SFH,60203,1422,7,1,1,No,3,0,2
12/4/20,365925,SFH,60062,1144,6,2,0,No,3,0,2
4/19/19,325693.75,SFH,60202,1508,7,1,1,No,3,0,2
9/10/20,131200,Condo,60025,800,4,1,0,No,1,0,0
12/15/20,536075,SFH,60091,2951,10,2,2,Yes,5,0,2
8/30/18,279991.5625,SFH,60077,2089,7,1,1,No,3,0,0
10/15/20,1864475,SFH,60091,5300,14,5,1,Yes,5,1,2
10/28/20,435625,SFH,60025,2432,10,3,0,Yes,3,1,2
6/12/20,1091625,SFH,60025,3074,9,2,1,No,4,0,2
12/30/19,216428.75,Townhouse,60091,1634,7,2,0,No,3,0,0
4/30/20,616025,SFH,60025,2254,9,2,1,No,4,0,2.5
1/23/19,123973.75,SFH,60002,1800,6,1,0,No,3,0,0
10/14/20,845625,SFH,60076,3984,14,4,0,No,6,0,2
5/20/19,1040118.75,SFH,60091,3270,13,3,1,No,5,0,2
4/30/19,346706.25,SFH,60076,1896,7,2,0,Yes,3,0,0
9/3/19,1061131.25,SFH,60026,4403,10,3,1,No,4,0,2
10/21/19,709171.875,SFH,60026,2375,10,3,1,Yes,4,1,2.5
10/30/20,609875,SFH,60062,3167,9,2,1,No,4,0,2.5
4/24/17,568463.6387,SFH,60062,1965,9,2,1,Yes,3,1,2
2/28/19,351959.375,SFH,60201,2196,7,4,0,Yes,4,0,2
8/30/19,325693.75,SFH,60053,1337,7,2,0,Yes,3,0,2.5
7/24/20,287000,SFH,60076,1480,7,1,1,No,3,0,2
9/12/17,430487.0273,SFH,60076,1772,7,2,1,Yes,3,0,2
7/8/19,278415.625,SFH,60076,1270,6,1,0,No,3,0,0
6/22/17,1175560.729,SFH,60062,4051,11,4,1,Yes,4,1,3.5
6/29/18,400603.3125,SFH,60062,1789,7,2,1,No,3,0,2
11/5/20,835375,Condo,60091,2145,7,2,1,No,2,0,2
4/8/20,399750,Townhouse,60062,2228,9,2,2,Yes,3,0,2
4/21/20,450487.5,Townhouse,60026,2400,8,2,1,No,2,0,2
7/22/20,451000,SFH,60025,1422,7,2,1,Yes,3,0,2
4/17/20,184500,SFH,60002,3102,10,2,1,No,4,0,3
3/4/19,866765.625,SFH,60091,3539,10,3,1,No,4,0,1
11/2/20,199875,Condo,60202,1100,5,2,0,No,2,0,1
3/6/17,298029.4805,SFH,60076,1183,7,2,0,No,3,0,2
1/30/20,363875,Townhouse,60201,1546,7,2,1,No,3,0,1
5/10/17,496715.8008,SFH,60062,1728,7,2,1,No,3,0,2
7/29/19,597805.625,SFH,60091,3006,11,2,0,No,4,0,1
7/30/20,414100,Townhouse,60201,2010,6,2,1,No,2,0,1
10/29/20,256250,Townhouse,60091,1288,8,1,1,No,3,0,0
12/19/19,183859.375,Condo,60053,1500,5,2,0,No,2,0,1
5/30/17,750592.7656,SFH,60062,3509,12,4,1,Yes,4,0,2
6/4/18,226147.0312,Townhouse,60076,1500,6,2,1,Yes,2,0,0
7/24/20,849725,SFH,60091,2500,10,3,0,No,4,0,2
4/10/20,399750,SFH,60076,1688,8,3,1,Yes,3,0,3.5
9/9/19,319390,SFH,60076,1392,7,1,1,Yes,3,0,2
11/1/19,386104.6875,Condo,60025,1609,5,2,0,No,2,0,2
6/1/20,262912.5,SFH,60053,1074,6,1,0,No,2,0,2
7/24/20,316212.5,Townhouse,60091,1666,7,1,1,No,3,0,1
4/15/19,567337.5,SFH,60062,2364,9,2,1,No,4,0,2
6/17/19,583096.875,SFH,60025,3036,12,2,1,No,4,0,3
11/14/18,282145.3437,SFH,60076,919,8,2,0,Yes,3,0,2.5
8/2/18,468447.4219,SFH,60076,2284,11,2,1,No,4,0,2
4/23/20,445875,Townhouse,60062,2263,7,2,1,No,3,0,2
11/30/20,230625,SFH,60053,800,7,1,0,No,2,0,2.5
12/10/20,246000,SFH,60076,1126,5,1,0,No,2,0,1
6/17/20,294277.5,SFH,60053,1508,8,2,1,Yes,4,0,2
3/19/19,278415.625,SFH,60076,1254,6,2,0,No,3,0,2
8/22/18,699978.9062,SFH,60062,2700,11,2,1,No,4,0,2.5
1/18/19,1181953.125,SFH,60062,4097,9,3,1,No,4,0,2.5
8/24/18,279991.5625,Condo,60077,1610,6,2,0,No,2,0,1
10/7/19,351959.375,Townhouse,60025,2650,7,2,1,No,3,0,2
8/28/19,252675.3125,SFH,60002,2569,8,2,1,No,4,0,2
10/3/19,105062.5,Condo,60077,875,4,1,0,No,1,0,0
8/12/19,1365812.5,SFH,60025,4000,12,4,1,Yes,4,1,2
8/28/20,774729.85,SFH,60025,2932,9,3,0,No,3,0,2
4/4/19,425503.125,SFH,60025,3696,8,3,1,No,4,0,2
11/18/19,414996.875,SFH,60201,1987,8,2,1,No,4,0,1
12/27/18,339220.5469,SFH,60076,1524,7,2,0,No,3,0,2
4/16/20,1536040.4,SFH,60062,3419,10,2,1,No,3,0,2
3/20/20,533000,SFH,60062,3482,10,4,1,No,4,0,3
3/6/17,205861.1041,Condo,60076,1500,5,2,0,No,2,0,1
6/1/20,266500,SFH,60002,2088,6,2,0,No,3,0,2
12/23/19,278415.625,SFH,60025,1424,6,1,0,No,3,0,0
2/20/20,616025,SFH,60025,1771,7,2,0,Yes,3,0,2
5/15/20,553500,Townhouse,60026,2687,8,2,1,No,3,0,2
4/12/19,359839.0625,Condo,60201,1365,5,2,0,No,2,0,1
8/1/17,739554.6367,SFH,60062,3043,7,2,1,No,3,0,2
10/2/20,456125,SFH,60053,3118,9,2,1,No,4,0,2
8/30/19,325693.75,SFH,60053,2300,8,2,1,Yes,4,0,2
3/23/20,440647.5,Condo,60026,2400,8,2,1,No,3,0,2
7/29/19,304681.25,Condo,60053,1627,4,2,0,No,2,0,1
7/31/17,1434956.758,SFH,60062,4001,12,4,1,Yes,4,1,2
3/16/20,353625,SFH,60025,1598,7,2,0,No,3,0,1
5/15/20,630375,SFH,60025,3905,11,4,1,Yes,5,0,2
5/10/19,501148.125,Townhouse,60025,2650,8,2,1,No,3,0,2
7/31/17,872012.1836,SFH,60062,4043,10,3,1,No,5,0,3
11/20/20,417175,SFH,60053,2212,8,2,1,No,4,0,2
7/7/20,379250,SFH,60053,2509,8,2,1,No,3,0,2
8/23/18,269222.6562,SFH,60077,1025,8,1,0,No,3,0,2
5/11/20,358750,Condo,60201,1500,7,2,0,No,3,0,0
8/22/20,319800,Condo,60201,1200,5,2,0,No,2,0,1
3/2/20,917375,SFH,60029,3913,10,4,1,Yes,4,1,2
5/4/20,216787.5,SFH,60002,1312,6,1,0,No,3,0,2
8/23/19,1145181.25,SFH,60091,4060,12,3,1,No,5,0,3
3/12/20,266500,SFH,60002,1724,6,2,0,No,3,0,2.5
4/17/19,333573.4375,SFH,60076,1836,8,1,1,No,3,0,2.5
3/3/17,281472.2871,SFH,60076,1350,6,2,0,No,3,0,0
4/12/18,277299.3359,SFH,60076,933,6,1,0,No,2,0,2
12/15/20,486875,SFH,60062,1778,8,2,1,No,4,0,2
9/6/17,538108.7842,SFH,60062,2105,8,2,1,No,4,0,2
12/8/20,312625,Townhouse,60091,1620,7,1,1,No,3,0,0
5/7/20,200900,SFH,60002,1784,7,2,1,No,3,0,2
3/14/18,631327.1289,SFH,60062,2854,13,2,1,No,4,1,2
1/24/20,220375,Townhouse,60203,1088,5,1,1,No,2,0,0
6/22/20,333125,SFH,60062,1350,9,2,0,No,3,0,2.5
6/14/19,189112.5,Condo,60077,1300,5,2,0,No,2,0,2
7/5/19,225884.375,Condo,60201,1150,5,2,0,No,2,0,0
5/15/17,982393.4727,SFH,60062,6049,12,5,1,No,6,0,3
4/30/19,315187.5,SFH,60053,1092,7,2,0,Yes,3,0,1
10/1/19,178606.25,Condo,60077,1630,5,2,0,No,2,0,1
4/19/17,286991.3516,SFH,60076,986,5,1,0,No,2,0,2
5/17/19,866765.625,SFH,60091,2522,10,3,1,No,3,0,2
5/28/19,667146.875,SFH,60025,2836,6,2,1,No,3,0,2
5/30/17,883050.3125,SFH,60062,3422,10,3,1,No,4,0,2
7/15/19,367718.75,SFH,60025,1600,7,2,0,Yes,3,0,2
7/28/20,287000,SFH,60025,886,5,2,0,Yes,2,0,1
9/5/19,777462.5,SFH,60091,2036,9,2,1,No,4,0,1
3/18/20,599625,SFH,60091,2600,9,2,1,No,4,0,2
1/31/19,546325,SFH,60025,2648,10,2,1,No,4,0,2
8/7/20,574000,SFH,60076,3120,9,2,1,No,4,0,2.5
7/22/19,366668.125,Condo,60062,1806,6,2,0,No,2,0,1
5/13/20,135812.5,SFH,60002,846,4,1,0,No,2,0,2
10/2/20,594500,SFH,60201,1448,7,1,1,No,3,0,1
1/6/20,619100,SFH,60201,2654,11,2,1,Yes,4,0,2
7/2/20,338250,SFH,60202,2800,12,2,1,Yes,6,0,2
1/24/19,457021.875,SFH,60202,1975,11,2,1,Yes,4,0,2
5/28/20,507375,SFH,60053,2830,9,3,1,Yes,4,0,1
12/21/18,651518.8281,SFH,60062,3422,9,2,2,No,5,0,2
3/15/19,703918.75,Townhouse,60026,4241,7,3,1,No,3,0,2
7/1/20,222937.5,Townhouse,60062,1400,6,1,1,No,2,0,0
5/28/20,522750,SFH,60077,1871,8,3,1,Yes,3,0,2
10/20/20,371050,SFH,60077,1260,11,2,0,Yes,3,2,1.5
10/25/19,122923.125,Condo,60025,950,5,1,0,No,2,0,0
3/17/17,397372.6406,SFH,60077,2300,8,2,1,No,4,0,2
1/31/20,312625,SFH,60091,1431,7,2,0,Yes,3,0,1
4/1/19,297326.875,SFH,60002,3732,12,3,1,Yes,5,0,2
5/11/18,559983.125,SFH,60062,2205,8,2,1,No,4,0,2
5/15/20,430500,SFH,60062,2678,10,2,0,No,2,0,2
12/21/20,1049091.6,SFH,60062,2318,6,2,1,No,2,0,2
7/31/20,579125,SFH,60201,2198,8,2,0,No,4,0,1
10/30/20,353625,SFH,60062,1574,7,1,0,No,3,0,1
1/23/20,661125,SFH,60091,2079,9,3,0,Yes,3,0,2
3/5/19,246896.875,Condo,60077,1349,5,2,0,No,2,0,1
4/30/20,573897.5,Condo,60201,1600,6,2,0,No,2,0,2
8/24/20,893413.575,SFH,60025,3236,9,4,0,No,4,0,2
7/15/19,436009.375,SFH,60203,2104,9,2,1,No,4,0,1.5
4/1/20,420250,Condo,60201,1505,6,2,0,No,3,0,2
1/18/19,367718.75,Townhouse,60062,2422,6,2,1,No,3,0,2
4/19/19,506926.5625,SFH,60062,2092,8,3,0,Yes,4,0,2
10/31/19,257298.0625,SFH,60002,1804,5,2,0,No,3,0,2
7/25/19,231137.5,Condo,60025,1600,6,2,0,No,3,0,1
4/24/20,666250,SFH,60053,3200,12,4,1,Yes,5,0,4
12/30/20,661125,SFH,60091,2153,8,3,0,No,4,0,2
4/10/19,655590,SFH,60062,2555,8,2,1,No,3,0,2
7/31/19,298377.5,SFH,60053,1210,7,2,0,No,3,0,2
9/16/19,359313.75,SFH,60202,982,9,1,0,No,2,0,2
6/16/20,399750,SFH,60025,1958,7,2,0,No,4,0,1
6/20/17,212483.9814,Townhouse,60076,1092,6,1,1,No,2,0,0
4/2/20,312625,SFH,60002,3398,12,2,1,No,4,0,3
5/25/19,372971.875,SFH,60076,2055,8,2,1,No,4,0,2.5
11/1/19,260449.9375,SFH,60002,1952,8,2,1,No,3,0,3
8/28/20,369844.6,SFH,60203,1555,6,1,1,No,3,0,1
7/9/20,343375,SFH,60076,1437,9,1,1,No,3,0,2.5
9/26/18,486754.5625,SFH,60077,2518,9,2,1,No,4,0,2
4/28/20,330562.5,SFH,60025,1376,7,1,0,No,3,0,1.5
8/30/19,719678.125,SFH,60201,1852,10,3,0,Yes,4,0,1
12/3/18,495369.6875,SFH,60076,6260,10,4,1,Yes,4,0,2
11/20/17,182129.127,Condo,60076,1500,6,2,0,No,3,0,0
6/24/19,499046.875,SFH,60202,2971,9,3,0,Yes,3,0,1
4/25/19,204871.875,Townhouse,60201,2515,6,1,1,No,3,0,0
9/29/20,745687.5,SFH,60053,3977,15,6,2,Yes,5,2,2
6/7/19,404490.625,Condo,60062,2134,6,2,0,No,3,0,2
8/19/20,312625,SFH,60077,2000,7,2,0,Yes,3,0,2
8/2/18,502638.6992,SFH,60062,2477,8,2,1,No,4,0,2
11/30/17,369777.3184,SFH,60062,1651,6,1,1,No,3,0,1
7/11/18,333836.0937,SFH,60076,1166,7,2,0,Yes,3,0,2
5/7/19,819487.5,SFH,60091,2770,10,3,1,Yes,3,1,1.5
2/11/20,958375,SFH,60025,4408,13,4,1,No,4,0,3.5
6/26/17,678844.9277,SFH,60062,2223,9,2,1,No,4,0,2
5/29/20,300325,SFH,60076,1274,8,2,0,No,3,1,0
3/5/19,119771.25,Condo,60025,780,4,1,0,No,1,0,0
8/29/18,365065.9219,SFH,60076,1600,9,2,0,Yes,3,0,0
12/19/19,409743.75,SFH,60077,1700,10,2,1,No,4,0,2
8/15/18,360758.3594,SFH,60076,2280,9,2,0,No,3,2,0
3/14/17,364258.2539,SFH,60062,2268,8,2,0,No,4,0,1
4/28/17,929962.3604,SFH,60062,4514,13,5,1,Yes,4,1,2
9/12/19,572590.625,SFH,60201,1488,8,1,1,No,3,0,2
3/28/17,296925.6676,Condo,60077,1143,5,2,0,No,2,0,2
1/22/18,764592.3437,Condo,60077,2943,8,2,1,No,3,0,2
1/31/20,994250,SFH,60029,6356,11,4,1,Yes,4,0,3
5/27/20,697498.15,SFH,60062,3517,10,4,1,Yes,5,0,2.5
10/6/20,151700,Condo,60025,1200,5,2,0,No,2,0,0
2/21/19,235340,Condo,60053,1246,5,1,1,No,2,0,1
7/1/20,1081375,SFH,60062,5173,15,5,1,Yes,5,0,3
6/16/17,436006.0918,Condo,60077,2120,6,2,0,No,2,0,2
5/4/18,1119966.25,SFH,60062,4004,15,5,0,Yes,5,1,2
5/8/20,315700,Townhouse,60025,1710,7,3,0,No,3,0,2
9/5/19,598856.25,SFH,60076,2900,8,2,1,No,3,0,2
12/30/19,298902.8125,Condo,60202,1860,7,2,0,No,3,0,1
5/8/20,866125,SFH,60201,3328,11,2,2,Yes,4,0,3
12/28/20,404875,SFH,60076,1250,10,3,0,Yes,4,0,0
5/29/20,435625,SFH,60053,1973,8,3,0,Yes,4,0,2
6/17/19,199618.75,Condo,60077,1700,6,2,0,No,3,0,0
1/26/18,479216.3281,SFH,60077,2446,10,3,1,Yes,5,0,2
5/14/20,189625,SFH,60002,600,7,1,0,No,2,0,0
12/11/17,326728.6156,SFH,60077,1803,7,2,0,No,3,0,2.5
7/12/19,173353.125,Condo,60076,979,4,1,0,No,1,0,1
8/10/18,569675.1406,SFH,60062,3115,8,2,1,No,4,0,2.5
6/28/19,761703.125,SFH,60202,2500,9,2,1,Yes,3,1,2
11/22/19,294175,Condo,60201,1550,6,2,0,No,3,0,1
7/14/20,522750,SFH,60053,2018,9,3,0,No,5,0,2
12/15/20,1691250,SFH,60091,5115,12,5,1,Yes,5,0,2
7/11/18,751669.6562,SFH,60062,3492,9,3,2,No,5,0,2
10/2/19,215378.125,Townhouse,60091,914,6,2,0,Yes,2,0,1
6/1/18,685979.3281,SFH,60062,2105,10,2,1,No,4,0,2
8/23/19,677653.125,Townhouse,60062,3016,8,2,1,No,4,0,2
8/6/19,734386.875,SFH,60202,2885,9,3,0,No,5,0,2
9/25/18,515830.6094,SFH,60062,2364,6,2,0,No,2,0,2
3/6/20,220375,Condo,60053,1890,6,2,0,No,2,0,1
8/14/20,358750,SFH,60053,1900,7,2,1,Yes,3,0,1
7/29/20,561700,SFH,60062,3244,10,3,0,No,5,0,2.5
5/16/19,241538.6875,SFH,60002,1864,11,2,2,Yes,4,0,2
1/17/18,699978.9062,SFH,60062,3100,9,2,1,No,4,0,2
9/13/19,924550,SFH,60202,3252,12,3,1,No,5,0,2
2/3/20,348500,SFH,60202,1300,7,1,2,Yes,3,0,0
7/9/19,162846.875,Condo,60202,764,4,1,0,No,1,0,0
8/5/20,232162.5,Condo,60201,950,5,1,0,No,2,0,1
6/12/20,932750,SFH,60201,3700,11,3,2,Yes,4,0,1
11/20/19,173353.125,Condo,60201,1050,5,1,0,No,2,0,1
7/13/18,180917.625,Condo,60077,1265,5,2,0,No,2,0,2
12/4/17,242949.2172,Condo,60076,1800,6,2,0,No,2,0,1
11/15/19,2836687.5,SFH,60202,6500,11,4,3,No,5,0,5
3/5/19,222732.5,SFH,60201,1445,6,2,1,Yes,3,0,2
5/13/19,556831.25,SFH,60025,2000,9,3,0,No,4,0,2
2/7/20,238312.5,SFH,60002,1360,7,2,0,No,3,0,2.5
9/19/19,185960.625,Condo,60076,1034,5,1,0,No,2,0,0
5/21/19,1003346.875,SFH,60201,5000,15,5,1,Yes,5,1,2
8/26/20,343375,Condo,60077,1871,6,2,0,No,3,0,1
4/16/19,275263.75,SFH,60053,1120,7,1,0,No,3,0,0
8/19/19,672400,SFH,60062,2929,11,3,1,Yes,4,0,2.5
8/16/19,467528.125,Condo,60201,1800,6,2,0,No,3,0,1
5/21/18,349989.4531,SFH,60076,1215,6,1,0,No,3,0,2
9/22/20,300325,SFH,60002,2018,8,2,0,No,3,0,2
8/16/19,310985,Townhouse,60076,1886,7,2,2,Yes,3,0,1
6/30/20,150675,Condo,60076,1200,5,2,0,No,2,0,0
8/22/19,125024.375,SFH,60002,961,4,1,0,No,2,0,2
10/10/19,105062.5,Condo,60202,784,3,1,0,No,1,0,1
10/16/20,399750,SFH,60053,1339,9,3,0,Yes,4,0,2
11/8/17,1434956.758,SFH,60062,5307,14,4,2,Yes,4,2,2
4/24/20,348397.5,SFH,60076,1200,7,2,0,No,3,0,0
11/2/20,399750,SFH,60077,1676,7,2,0,No,2,1,2
11/17/20,415125,SFH,60202,1384,8,2,0,No,4,0,3
2/20/19,312844.6062,SFH,60076,1667,11,3,0,Yes,3,1,0
3/30/20,1655375,SFH,60091,5800,15,6,1,Yes,6,1,2
9/12/19,670298.75,SFH,60062,3748,11,2,1,No,4,0,2.5
10/19/20,500712.5,SFH,60062,2117,7,3,0,No,3,0,2
7/28/20,238312.5,SFH,60002,2758,7,2,0,No,4,0,2.5
7/13/18,1066121.719,SFH,60062,6783,11,5,1,No,6,0,3
6/12/20,261272.5,SFH,60025,1887,8,2,0,No,4,0,2.5
9/30/19,377174.375,Condo,60202,1835,6,2,0,No,3,0,0
4/29/19,231137.5,Condo,60053,1400,5,2,0,No,2,0,1
8/2/17,872012.1836,SFH,60076,4400,12,4,1,Yes,4,1,3
8/21/20,490975,SFH,60025,2531,9,2,0,Yes,3,1,1
7/22/19,312035.625,Condo,60201,1595,5,1,1,No,2,0,1
9/27/19,262656.25,SFH,60002,2231,8,2,1,No,3,0,2
7/10/20,273675,SFH,60053,1238,8,1,0,No,3,0,1.5
6/23/17,502234.8652,SFH,60062,2300,9,2,0,No,4,0,2
8/11/20,563750,SFH,60025,2393,8,2,1,No,3,0,2
3/12/20,293662.5,Condo,60076,1650,5,2,0,No,2,0,1
4/16/19,866765.625,Duplex,60201,3266,10,3,1,No,4,0,2
4/25/18,271376.4375,SFH,60076,1181,5,1,1,No,2,0,2
11/22/19,682906.25,SFH,60202,2488,10,3,1,No,4,0,2
4/10/19,478034.375,SFH,60053,2500,8,2,0,No,4,0,2
8/21/20,263425,SFH,60202,1250,5,1,0,No,2,0,0
9/10/20,244462.5,SFH,60002,1720,8,2,1,No,3,0,2
7/31/19,398186.875,SFH,60062,960,8,2,0,Yes,2,1,1
3/29/19,357212.5,SFH,60025,1202,8,1,1,Yes,3,0,0
9/4/19,236390.625,SFH,60062,1553,8,1,0,No,4,0,2
8/14/20,466943.875,SFH,60076,1740,8,3,0,No,4,0,2
5/21/19,325693.75,Condo,60201,1573,6,2,0,No,2,0,1
10/29/19,325693.75,SFH,60076,1200,6,1,1,No,3,0,1
6/11/20,158875,SFH,60203,1133,7,1,0,No,2,0,0
10/27/20,758500,SFH,60062,3281,10,2,1,No,4,0,2.5
5/26/20,748250,SFH,60202,2850,10,3,1,Yes,3,1,0
4/26/18,309067.6094,SFH,60062,1073,6,2,0,Yes,3,0,0
10/30/17,296373.7611,Condo,60077,1597,5,2,0,No,2,0,1
5/13/20,371562.5,SFH,60062,1815,8,2,1,No,4,0,1
12/28/20,876375,SFH,60062,4035,10,3,1,Yes,4,0,2.5
